34,2024-02-25,54,"BHARAT ATTA 10KG",13,34,20000,10782,UK18CA4244,,,,1708872926.jpg,1708872926.jpg,2024-02-25T14:55:26.000000Z,2024-02-25T14:55:26.000000Z
79,2024-02-26,54,"BHARAT ATTA 10KG",13,8,1900,10785,UK06CA6074,,,,1708959544.jpg,1708959544.jpg,2024-02-26T14:59:04.000000Z,2024-02-26T14:59:04.000000Z
80,2024-02-26,54,"BHARAT ATTA 10KG",13,46,1800,10786,UK06CB0694,,,,1708959846.jpg,1708959846.jpg,2024-02-26T15:04:06.000000Z,2024-02-26T15:04:06.000000Z
81,2024-02-26,54,"BHARAT ATTA 10KG",13,45,1750,10791,UK06CA6074,,,,1708960950.jpg,1708960950.jpg,2024-02-26T15:22:30.000000Z,2024-02-26T15:22:30.000000Z
82,2024-02-26,54,"BHARAT ATTA 10KG",13,7,1900,10794,UK06CB0694,,,,1708962445.jpg,1708962445.jpg,2024-02-26T15:47:25.000000Z,2024-02-26T15:47:25.000000Z
83,2024-02-26,54,"BHARAT ATTA 10KG",13,45,1800,10800,UK06CA6074,,,,1708962557.jpg,1708962557.jpg,2024-02-26T15:49:17.000000Z,2024-02-26T15:49:17.000000Z
84,2024-02-26,54,"BHARAT ATTA 10KG",13,46,1600,10803,"UK06CB 0694",,,,1708962661.jpg,1708962661.jpg,2024-02-26T15:51:01.000000Z,2024-02-26T15:51:01.000000Z
85,2024-02-26,54,"BHARAT ATTA 10KG",13,8,1700,10807,UK06CA6074,,,,1708962747.jpg,1708962747.jpg,2024-02-26T15:52:27.000000Z,2024-02-26T15:52:27.000000Z
86,2024-02-26,54,"BHARAT ATTA 10KG",13,7,1850,10805,UK06CB0694,,,,1708963061.jpg,1708963061.jpg,2024-02-26T15:57:41.000000Z,2024-02-26T15:57:41.000000Z
100,2024-02-27,54,"BHARAT ATTA 10KG",13,45,1900,10822,"UK06CA 6074",,,,d2VpZ2htZW50X3NsaXAxNzA5MDQzMzU1MTM5Njkw.jpg,dmVoaWNsZV9waG90bzE3MDkwNDMzNTUxMzcyMDA=.jpg,2024-02-27T14:15:55.000000Z,2024-02-27T14:15:55.000000Z
101,2024-02-27,54,"BHARAT ATTA 10KG",13,7,1900,10824,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5MDQzNDUwMTMzNDMy.jpg,dmVoaWNsZV9waG90bzE3MDkwNDM0NTAxMzIxOTE=.jpg,2024-02-27T14:17:30.000000Z,2024-02-27T14:17:30.000000Z
102,2024-02-27,54,"BHARAT ATTA 10KG",13,8,1800,10828,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MDQ0MjA4MTM0Mjkz.jpg,dmVoaWNsZV9waG90bzE3MDkwNDQyMDgxMzcwMDI=.jpg,2024-02-27T14:30:08.000000Z,2024-02-27T14:30:08.000000Z
103,2024-02-27,54,"BHARAT ATTA 10KG",13,66,1750,10832,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MDQ0MzI2MTM2MzUw.jpg,dmVoaWNsZV9waG90bzE3MDkwNDQzMjYxMzgwODc=.jpg,2024-02-27T14:32:06.000000Z,2024-02-27T14:32:06.000000Z
104,2024-02-27,54,"BHARAT ATTA 10KG",13,7,1800,10836,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MDQ0NDE5MTM5NDQz.jpg,dmVoaWNsZV9waG90bzE3MDkwNDQ0MTkxMzg4MTQ=.jpg,2024-02-27T14:33:39.000000Z,2024-02-27T14:33:39.000000Z
105,2024-02-27,54,"BHARAT ATTA 10KG",13,6,16000,10830,UK08CB3499,,,,d2VpZ2htZW50X3NsaXAxNzA5MDQ0ODY3MTMzNDQ0.jpg,dmVoaWNsZV9waG90bzE3MDkwNDQ4NjcxMzIwMTY=.jpg,2024-02-27T14:41:07.000000Z,2024-02-27T14:41:07.000000Z
116,2024-02-28,54,"BHARAT ATTA 10KG",13,45,1800,10852,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2MjQ0MTM4ODE5.jpg,dmVoaWNsZV9waG90bzE3MDkxMzYyNDQxMzEzOTk=.jpg,2024-02-28T16:04:04.000000Z,2024-02-28T16:04:04.000000Z
117,2024-02-28,54,"BHARAT ATTA 10KG",13,46,1900,10853,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2MjkzMTM2ODM5.jpg,dmVoaWNsZV9waG90bzE3MDkxMzYyOTMxMzUyNDc=.jpg,2024-02-28T16:04:53.000000Z,2024-02-28T16:04:53.000000Z
118,2024-02-28,54,"BHARAT ATTA 10KG",13,76,13000,10849,UK04CB1788,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2NTAzMTM1MTYw.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY1MDMxMzQ5MTI=.jpg,2024-02-28T16:08:23.000000Z,2024-02-28T16:08:23.000000Z
119,2024-02-28,54,"BHARAT ATTA 10KG",13,8,1900,10854,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2NTUwMTMzNDY4.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY1NTAxMzE1MjI=.jpg,2024-02-28T16:09:10.000000Z,2024-02-28T16:09:10.000000Z
120,2024-02-28,54,"BHARAT ATTA 10KG",13,46,1800,10857,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2NjA3MTMzMDg0.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY2MDcxMzc4ODU=.jpg,2024-02-28T16:10:07.000000Z,2024-02-28T16:10:07.000000Z
121,2024-02-28,54,"BHARAT ATTA 10KG",13,45,1800,10861,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2Njc2MTMyMjQ1.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY2NzYxMzM3Mzc=.jpg,2024-02-28T16:11:16.000000Z,2024-02-28T16:11:16.000000Z
122,2024-02-28,54,"BHARAT ATTA 10KG",13,46,1900,10864,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2NzI4MTM5ODQ1.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY3MjgxMzc0NDM=.jpg,2024-02-28T16:12:08.000000Z,2024-02-28T16:12:08.000000Z
123,2024-02-28,54,"BHARAT ATTA 10KG",13,45,1850,10865,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2Nzc3MTM3Mjk4.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY3NzcxMzkxODI=.jpg,2024-02-28T16:12:57.000000Z,2024-02-28T16:12:57.000000Z
124,2024-02-28,54,"BHARAT ATTA 10KG",13,7,1800,10868,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2ODM3MTMyNTgw.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY4MzcxMzE1MTg=.jpg,2024-02-28T16:13:57.000000Z,2024-02-28T16:13:57.000000Z
125,2024-02-28,54,"BHARAT ATTA 10KG",13,74,9500,10858,UK04CB9860,,,,d2VpZ2htZW50X3NsaXAxNzA5MTM2OTcwMTM3MjI4.jpg,dmVoaWNsZV9waG90bzE3MDkxMzY5NzAxMzI5MDQ=.jpg,2024-02-28T16:16:10.000000Z,2024-02-28T16:16:10.000000Z
126,2024-02-28,54,"BHARAT ATTA 10KG",13,75,22000,10863,"UK04CB 8186",,,,d2VpZ2htZW50X3NsaXAxNzA5MTM3MDIxMTM1ODcz.jpg,dmVoaWNsZV9waG90bzE3MDkxMzcwMjExMzQ5NTQ=.jpg,2024-02-28T16:17:01.000000Z,2024-02-28T16:17:01.000000Z
155,2024-02-29,54,"BHARAT ATTA 10KG",13,94,1900,10875,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MjE5NjUwMTM0NzE3.jpg,dmVoaWNsZV9waG90bzE3MDkyMTk2NTAxMzMwOTY=.jpg,2024-02-29T15:14:10.000000Z,2024-02-29T15:14:10.000000Z
156,2024-02-29,54,"BHARAT ATTA 10KG",13,8,1900,10877,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MjE5NzUwMTM3OTE0.jpg,dmVoaWNsZV9waG90bzE3MDkyMTk3NTAxMzMyODI=.jpg,2024-02-29T15:15:50.000000Z,2024-02-29T15:15:50.000000Z
157,2024-02-29,54,"BHARAT ATTA 10KG",13,45,1900,10880,"UK06CA 6074",,,,d2VpZ2htZW50X3NsaXAxNzA5MjE5ODkzMTM2NTE2.jpg,dmVoaWNsZV9waG90bzE3MDkyMTk4OTMxMzY0NDA=.jpg,2024-02-29T15:18:13.000000Z,2024-02-29T15:18:13.000000Z
158,2024-02-29,54,"BHARAT ATTA 10KG",13,94,1850,10881,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwMDAyMTM3NDky.jpg,dmVoaWNsZV9waG90bzE3MDkyMjAwMDIxMzgyMzY=.jpg,2024-02-29T15:20:02.000000Z,2024-02-29T15:20:02.000000Z
159,2024-02-29,54,"BHARAT ATTA 10KG",13,95,20000,10874,UK06CB4777,,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwMzQ4MTM0OTI5.jpg,dmVoaWNsZV9waG90bzE3MDkyMjAzNDgxMzE0MzA=.jpg,2024-02-29T15:25:48.000000Z,2024-02-29T15:25:48.000000Z
160,2024-02-29,54,"BHARAT ATTA 10KG",13,45,1850,10885,"UK06CA 6074",,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwNDM1MTM2NDU0.jpg,dmVoaWNsZV9waG90bzE3MDkyMjA0MzUxMzI2Mzk=.jpg,2024-02-29T15:27:15.000000Z,2024-02-29T15:27:15.000000Z
161,2024-02-29,54,"BHARAT ATTA 10KG",13,7,1900,10886,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwNTEwMTM5NjU0.jpg,dmVoaWNsZV9waG90bzE3MDkyMjA1MTAxMzQ3ODY=.jpg,2024-02-29T15:28:30.000000Z,2024-02-29T15:28:30.000000Z
162,2024-02-29,54,"BHARAT ATTA 10KG",13,65,1850,10887,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwNjM2MTM0MzI4.jpg,dmVoaWNsZV9waG90bzE3MDkyMjA2MzYxMzQ4MjE=.jpg,2024-02-29T15:30:36.000000Z,2024-02-29T15:30:36.000000Z
163,2024-02-29,54,"BHARAT ATTA 10KG",13,94,1900,10890,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwNzA0MTM3ODIz.jpg,dmVoaWNsZV9waG90bzE3MDkyMjA3MDQxMzY0MjI=.jpg,2024-02-29T15:31:44.000000Z,2024-02-29T15:31:44.000000Z
164,2024-02-29,54,"BHARAT ATTA 10KG",13,93,16000,10884,UK06CB4975,,,,d2VpZ2htZW50X3NsaXAxNzA5MjIwODIzMTM0NjMy.jpg,dmVoaWNsZV9waG90bzE3MDkyMjA4MjMxMzQzODc=.jpg,2024-02-29T15:33:43.000000Z,2024-02-29T15:33:43.000000Z
183,2024-03-01,54,"BHARAT ATTA 10KG",13,8,1900,10899,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA4Njg4MTM3MDUz.jpg,dmVoaWNsZV9waG90bzE3MDkzMDg2ODgxMzg5NzE=.jpg,2024-03-01T15:58:08.000000Z,2024-03-01T15:58:08.000000Z
184,2024-03-01,54,"BHARAT ATTA 10KG",13,94,1850,10901,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA4OTg5MTMzMDky.jpg,dmVoaWNsZV9waG90bzE3MDkzMDg5ODkxMzExMTE=.jpg,2024-03-01T16:03:09.000000Z,2024-03-01T16:03:09.000000Z
185,2024-03-01,54,"BHARAT ATTA 10KG",13,8,1800,10908,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5NDk3MTM0NjM5.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk0OTcxMzk0NzM=.jpg,2024-03-01T16:11:37.000000Z,2024-03-01T16:11:37.000000Z
186,2024-03-01,54,"BHARAT ATTA 10KG",13,7,1850,10910,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5NTU5MTM1NjY3.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk1NTkxMzM3MTc=.jpg,2024-03-01T16:12:39.000000Z,2024-03-01T16:12:39.000000Z
187,2024-03-01,54,"BHARAT ATTA 10KG",13,76,13000,10911,UK04CB1788,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5NjE5MTMyMzkx.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk2MTkxMzYxNDY=.jpg,2024-03-01T16:13:39.000000Z,2024-03-01T16:13:39.000000Z
188,2024-03-01,54,"BHARAT ATTA 10KG",13,45,1900,10917,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5NzA1MTM3MDAz.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk3MDUxMzQzMDc=.jpg,2024-03-01T16:15:05.000000Z,2024-03-01T16:15:05.000000Z
189,2024-03-01,54,"BHARAT ATTA 10KG",13,7,1900,10920,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5ODMwMTMxNzY1.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk4MzAxMzQxODg=.jpg,2024-03-01T16:17:10.000000Z,2024-03-01T16:17:10.000000Z
190,2024-03-01,54,"BHARAT ATTA 10KG",13,6,20000,10914,UP81BT6201,,,,d2VpZ2htZW50X3NsaXAxNzA5MzA5OTUwMTM1NjYz.jpg,dmVoaWNsZV9waG90bzE3MDkzMDk5NTAxMzgwODE=.jpg,2024-03-01T16:19:10.000000Z,2024-03-01T16:19:10.000000Z
240,2024-03-02,54,"BHARAT ATTA 10KG",13,8,1900,10928,"UK06CA 6074",,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk0Njc3MTM1MzU4.jpg,dmVoaWNsZV9waG90bzE3MDkzOTQ2NzcxMzgzOTI=.jpg,2024-03-02T15:51:17.000000Z,2024-03-02T15:51:17.000000Z
241,2024-03-02,54,"BHARAT ATTA 10KG",13,45,1800,10929,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1MDA3MTMzOTQz.jpg,dmVoaWNsZV9waG90bzE3MDkzOTUwMDcxMzc4MzU=.jpg,2024-03-02T15:56:47.000000Z,2024-03-02T15:56:47.000000Z
242,2024-03-02,54,"BHARAT ATTA 10KG",13,119,1900,10930,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1MDYzMTM2NTYw.jpg,dmVoaWNsZV9waG90bzE3MDkzOTUwNjMxMzcwNTg=.jpg,2024-03-02T15:57:43.000000Z,2024-03-02T15:57:43.000000Z
243,2024-03-02,54,"BHARAT ATTA 10KG",13,8,1900,10932,"UK06CA 6074",,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1MTIxMTMzNDQ4.jpg,dmVoaWNsZV9waG90bzE3MDkzOTUxMjExMzY1NTQ=.jpg,2024-03-02T15:58:41.000000Z,2024-03-02T15:58:41.000000Z
244,2024-03-02,54,"BHARAT ATTA 10KG",13,94,1900,10934,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1MTkxMTM4NjY2.jpg,dmVoaWNsZV9waG90bzE3MDkzOTUxOTExMzEzNjQ=.jpg,2024-03-02T15:59:51.000000Z,2024-03-02T15:59:51.000000Z
245,2024-03-02,54,"BHARAT ATTA 10KG",13,120,16000,10926,"HR39D 1671",,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1NTc2MTMxMTcw.jpg,dmVoaWNsZV9waG90bzE3MDkzOTU1NzYxMzYxMTE=.jpg,2024-03-02T16:06:16.000000Z,2024-03-02T16:06:16.000000Z
246,2024-03-02,54,"BHARAT ATTA 10KG",13,76,13000,10935,UK04CB1788,,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1NzM0MTM4NzM5.jpg,dmVoaWNsZV9waG90bzE3MDkzOTU3MzQxMzkwMTc=.jpg,2024-03-02T16:08:54.000000Z,2024-03-02T16:08:54.000000Z
247,2024-03-02,54,"BHARAT ATTA 10KG",13,65,1900,10942,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1ODM1MTM2MDQw.jpg,dmVoaWNsZV9waG90bzE3MDkzOTU4MzUxMzk3Njc=.jpg,2024-03-02T16:10:35.000000Z,2024-03-02T16:10:35.000000Z
248,2024-03-02,54,"BHARAT ATTA 10KG",13,46,1950,10943,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk1OTUxMTM0NTEx.jpg,dmVoaWNsZV9waG90bzE3MDkzOTU5NTExMzk5MjQ=.jpg,2024-03-02T16:12:31.000000Z,2024-03-02T16:12:31.000000Z
249,2024-03-02,54,"BHARAT ATTA 10KG",13,9,16000,10944,"UK06CB 4975",,,,d2VpZ2htZW50X3NsaXAxNzA5Mzk2MDQ0MTMyNTYy.jpg,dmVoaWNsZV9waG90bzE3MDkzOTYwNDQxMzg3OTI=.jpg,2024-03-02T16:14:04.000000Z,2024-03-02T16:14:04.000000Z
268,2024-03-03,54,"BHARAT ATTA 10KG",13,8,1850,10951,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NDgzMTA5MTM2NTMy.jpg,dmVoaWNsZV9waG90bzE3MDk0ODMxMDkxMzc0MDA=.jpg,2024-03-03T16:25:09.000000Z,2024-03-03T16:25:09.000000Z
269,2024-03-03,54,"BHARAT ATTA 10KG",13,46,1950,10952,"UK06CB 0694",,,,d2VpZ2htZW50X3NsaXAxNzA5NDgzNDQxMTMzNTcz.jpg,dmVoaWNsZV9waG90bzE3MDk0ODM0NDExMzU2MTA=.jpg,2024-03-03T16:30:41.000000Z,2024-03-03T16:30:41.000000Z
270,2024-03-03,54,"BHARAT ATTA 10KG",13,76,13000,10953,UK04CB1788,,,,d2VpZ2htZW50X3NsaXAxNzA5NDgzODE5MTMyNjE1.jpg,dmVoaWNsZV9waG90bzE3MDk0ODM4MTkxMzQ1NTg=.jpg,2024-03-03T16:36:59.000000Z,2024-03-03T16:36:59.000000Z
271,2024-03-03,54,"BHARAT ATTA 10KG",13,8,1900,10966,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NDgzOTI5MTM3NjQ5.jpg,dmVoaWNsZV9waG90bzE3MDk0ODM5MjkxMzM4MDg=.jpg,2024-03-03T16:38:49.000000Z,2024-03-03T16:38:49.000000Z
272,2024-03-03,54,"BHARAT ATTA 10KG",13,94,1900,10968,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NDgzOTY4MTMzNDMy.jpg,dmVoaWNsZV9waG90bzE3MDk0ODM5NjgxMzQ5MzQ=.jpg,2024-03-03T16:39:28.000000Z,2024-03-03T16:39:28.000000Z
273,2024-03-03,54,"BHARAT ATTA 10KG",13,128,1800,10973,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NDg0MDU4MTM0MDk2.jpg,dmVoaWNsZV9waG90bzE3MDk0ODQwNTgxMzg5OTI=.jpg,2024-03-03T16:40:58.000000Z,2024-03-03T16:40:58.000000Z
274,2024-03-03,54,"BHARAT ATTA 10KG",13,119,1950,10975,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NDg0NDY1MTMyMjE4.jpg,dmVoaWNsZV9waG90bzE3MDk0ODQ0NjUxMzU2NTU=.jpg,2024-03-03T16:47:45.000000Z,2024-03-03T16:47:45.000000Z
275,2024-03-03,54,"BHARAT ATTA 10KG",13,74,7000,10946,UK04CB9860,,,,d2VpZ2htZW50X3NsaXAxNzA5NDg0NTY0MTM2NTk1.jpg,dmVoaWNsZV9waG90bzE3MDk0ODQ1NjQxMzE5OTM=.jpg,2024-03-03T16:49:24.000000Z,2024-03-03T16:49:24.000000Z
276,2024-03-03,54,"BHARAT ATTA 10KG",13,33,18000,10965,UK16CA0451,,,,d2VpZ2htZW50X3NsaXAxNzA5NDg0NjU3MTMzNjA0.jpg,dmVoaWNsZV9waG90bzE3MDk0ODQ2NTcxMzE0OTA=.jpg,2024-03-03T16:50:57.000000Z,2024-03-03T16:50:57.000000Z
277,2024-03-03,54,"BHARAT ATTA 10KG",13,127,5000,10970,UP21AN4092,,,,d2VpZ2htZW50X3NsaXAxNzA5NDg0NzI1MTM4Nzkz.jpg,dmVoaWNsZV9waG90bzE3MDk0ODQ3MjUxMzgzMDM=.jpg,2024-03-03T16:52:05.000000Z,2024-03-03T16:52:05.000000Z
283,2024-03-04,54,"BHARAT ATTA 10KG",13,8,1950,10984,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MDA2MTM0ODgz.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkwMDYxMzQ0NjY=.jpg,2024-03-04T16:16:46.000000Z,2024-03-04T16:16:46.000000Z
284,2024-03-04,54,"BHARAT ATTA 10KG",13,46,1900,10987,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MDg0MTM4MTMy.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkwODQxMzQ4Mjg=.jpg,2024-03-04T16:18:04.000000Z,2024-03-04T16:18:04.000000Z
285,2024-03-04,54,"BHARAT ATTA 10KG",13,128,1850,10988,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MTM2MTM1OTE3.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkxMzYxMzM4NDk=.jpg,2024-03-04T16:18:56.000000Z,2024-03-04T16:18:56.000000Z
286,2024-03-04,54,"BHARAT ATTA 10KG",13,119,1950,10993,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MTgxMTMxODQz.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkxODExMzg5OTA=.jpg,2024-03-04T16:19:41.000000Z,2024-03-04T16:19:41.000000Z
287,2024-03-04,54,"BHARAT ATTA 10KG",13,8,1850,10998,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MjQ5MTM3MjYx.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkyNDkxMzQzNzE=.jpg,2024-03-04T16:20:49.000000Z,2024-03-04T16:20:49.000000Z
288,2024-03-04,54,"BHARAT ATTA 10KG",13,94,1900,10999,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5Mjk4MTM3ODMw.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkyOTgxMzk2OTc=.jpg,2024-03-04T16:21:38.000000Z,2024-03-04T16:21:38.000000Z
289,2024-03-04,54,"BHARAT ATTA 10KG",13,128,1900,11002,UK06CA6074,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5MzM3MTMyODE4.jpg,dmVoaWNsZV9waG90bzE3MDk1NjkzMzcxMzcxNTc=.jpg,2024-03-04T16:22:17.000000Z,2024-03-04T16:22:17.000000Z
290,2024-03-04,54,"BHARAT ATTA 10KG",13,119,1950,11005,UK06CB0694,,,,d2VpZ2htZW50X3NsaXAxNzA5NTY5NDQ2MTMxOTky.jpg,dmVoaWNsZV9waG90bzE3MDk1Njk0NDYxMzE4Mzk=.jpg,2024-03-04T16:24:06.000000Z,2024-03-04T16:24:06.000000Z
