id,user_id,name,contact_no,city,state,pin_code,address,map_link,created_at,updated_at
291,34,"Shri Balaji Traders",7017634950,Nehtaur,"Uttar Pradesh",246733,"Main Market, Nehtaur","29.3239021612775, 78.37964289501022",2024-03-20T06:13:25.000000Z,2024-03-20T06:13:25.000000Z
293,19,"CMUNITY INNOVATIONS PVT LTD SONIPAT (DELHI)",9654855583,SONIPAT,HARYAN,131101,"VILL BARHI TEHSIL GANAUR DIST. SONIPAT HARYANA-131101",https://maps.app.goo.gl/B4TtPockGpXFPvwz5,2024-03-20T07:40:12.000000Z,2024-03-20T07:40:12.000000Z
294,19,"KENDRIYA BHANDAR PUSHPA BHAWAN (DELHI)",9811991599,DELHI,DELHI,110062,"MADANGIRI ROAD DELHI- 110062",https://maps.app.goo.gl/SuopKxDTQQgSNcUL7,2024-03-20T07:48:23.000000Z,2024-03-20T07:48:23.000000Z
295,19,"SHRI MAHAKAL AGRO FOODS NARELA (DELHI)",9806340600,DELHI,DELHI,110040,"NEAR MANSA DEVI MANDIR SBM TOILET NARELA DELHI",https://maps.app.goo.gl/zmhfRrrRDEbNMSbP6,2024-03-20T07:50:24.000000Z,2024-03-20T07:50:24.000000Z
296,19,"NATIONAL CO OP CONSUMER FEDERATION OF INDIA LTD. (DWARKA) (RAI)",8700556071,DELHI,DELHI,110075,DWARKA,https://maps.app.goo.gl/hqRHAq69PQtqQeH27,2024-03-20T10:24:46.000000Z,2024-03-20T10:24:46.000000Z
297,19,"THE GREENFIELD COOPERATIVE MULTIPURPOSE SOCIETY LIMITED (PALWAL) (RAI)",9999269289,HARYANA,HARYANA,121102,"NEAR KISHOREPUR ROAD VPO DHAITR TEHSIL PALWAL HARYANA",https://maps.app.goo.gl/wN9sXxLNXW3JHpnu5,2024-03-20T10:27:05.000000Z,2024-03-20T10:27:05.000000Z
298,19,"SHOKEEN ENTERPRISES (MANGOLPUR KHURD) (DELHI)",9810585560,"NEW DELHI",DELHI,110085,"MANGOLPUR KHURD NEW DELHI DELHI-110085",https://maps.app.goo.gl/jcRbx2vQ6RMKsSTQ7,2024-03-20T10:30:07.000000Z,2024-03-20T10:30:07.000000Z
299,19,"TMI COLMAN (NAYA BAZAR) (DELHI)",9818828115,"NEW DELHI",DELHI,110006,"NAYA BAZAR DELHI-110006",https://maps.app.goo.gl/D2LuEFtRmxERNg8t8,2024-03-20T10:31:39.000000Z,2024-03-20T10:31:39.000000Z
300,19,"RADHEY RADHEY TRADING CO. (ROORKEE) (DELHI)",9837883169,ROORKEE,UTTARAKHAND,247667,"PANIALA ROAD SHAFIPUR ROORKEE",https://maps.app.goo.gl/6rfP8r5qC7dCfbud9,2024-03-20T10:36:03.000000Z,2024-03-20T10:36:03.000000Z
301,19,"GARG SALES (ASHOK NAGAR) (DELHI)",9818638811,DELHI,DELHI,110093,"ASHOK NAGAR NORTH EAST DELHI",https://maps.app.goo.gl/Vzj6tmmpyVJn2z758,2024-03-20T10:37:55.000000Z,2024-03-20T10:37:55.000000Z
302,19,"DEEPANSHU STORE (BADARPUR) (DELHI)",9911102173,DELHI,DELHI,110044,"SAURABH VIHAR JAITPUR BADARPUR SOUTH DELHI",https://maps.app.goo.gl/11jCQmWZ3M9HCS1Y9,2024-03-20T10:40:43.000000Z,2024-03-20T10:40:43.000000Z
303,19,"NATIONAL CO OP CONSUMER FEDRATION OF INDIA LTD (ROHTAK) (RAI)",8700556071,HARYANA,HARYANA,124111,ROHTAK,https://maps.app.goo.gl/FWoodSJkjKz2G6X56,2024-03-20T10:43:06.000000Z,2024-03-20T10:43:06.000000Z
304,19,"NATIONAL CO OP CONSUMER FEDRATION OF INDIA LTD (KURKSHETRA) (RAI)",8700556071,HARYANA,HARYANA,136119,KURUKSHETRA,https://maps.app.goo.gl/L7Mt64t9JxCjrmcG6,2024-03-20T10:44:37.000000Z,2024-03-20T10:44:37.000000Z
305,19,"NATIONAL CO OP CONSUMER FEDRATION OF INDIA LTD (GURUGRAM) (RAI)",8700556071,HARYANA,HARYANA,122503,"HARSARU GURUGRAM",https://maps.app.goo.gl/CoeG9AsGbasYRURY6,2024-03-20T10:47:11.000000Z,2024-03-20T10:47:11.000000Z
306,19,"SAT NARAIAN JAI BHAGWAN (SONIPAT) (DELHI)",9812202127,HARYANA,HARYANA,131001,"MISSION CHOWK CYCLE MARKET SONIPAT",https://maps.app.goo.gl/5xM8eEZBiWDnw5wy7,2024-03-20T10:51:13.000000Z,2024-03-20T10:51:13.000000Z
307,19,"ASO AGRO FOODS PRIVATE LTD (BAKOLI) (DELHI)",8002090025,DELHI,DELHI,110036,"NEAR GANESH DHARAMKANTA BAKOLI NORTH WEST DELHI",https://maps.app.goo.gl/WETtDFxWbBks7rH46,2024-03-20T10:53:47.000000Z,2024-03-20T10:53:47.000000Z
308,19,"BABA INDUSTRIES (PANIPAT) (NAYA BAZAR)",9416000357,HARYANA,HARYANA,132103,"VILLAGE BABARPUR MAIN ROAD PANIPAT",https://maps.app.goo.gl/SZakg1XRhZAqeZFF6,2024-03-20T10:55:34.000000Z,2024-03-20T10:55:34.000000Z
309,19,"AYUSH ENTERPRISES (WAZIRPUR) (DELHI)",9910431103,DELHI,DELHI,110052,WAZIRPUR,https://maps.app.goo.gl/6HRBgHhKsaFQRGZ4A,2024-03-20T10:57:01.000000Z,2024-03-20T10:57:01.000000Z
310,103,"JAI MATA DI TRADERS",9312258964,"UTTAM NAGAR DELHI",DELHI,110059,"G/F, SHOP AT PROP NO L2/12 AND 13, MOHAN GARDEN, UTTAM NAGAR, South West Delhi",https://maps.app.goo.gl/MoQVGUruednbjgBw8,2024-03-20T12:28:54.000000Z,2024-03-20T12:28:54.000000Z
311,76,"Prakhar Communication, Bilari",8057777757,"Bilari- Moradabad","UTTAR PRADESH",244411,"Bilari- Moradabad",https://maps.app.goo.gl/7Q17B6LBcpaDbKeG9,2024-03-20T13:12:32.000000Z,2024-03-20T13:12:32.000000Z
312,91,"M/S. SK ENTEPRISES",7683929312,MALKANGIRI,Odisha,764045,"MV-42, JAYNAGAR, MALKANGIRI",https://maps.app.goo.gl/9ZA5HVTf8eBpNeWM6,2024-03-20T14:31:17.000000Z,2024-03-20T14:31:17.000000Z
313,13,"Shri Balaji Trading Co., Haridwar",9837168275,Haridwar,UTTARAKHAND,249408,"Lato wali, Kankhal, Haridwar",https://maps.app.goo.gl/xAzbuFFBZRNY2xBS8,2024-03-20T16:02:37.000000Z,2024-03-20T16:02:37.000000Z
314,25,"ROADWAYS, SITARGANJ",8865654212,SITARGANJ,Uttarakhand,262405,"ROADWAYS, SITARGANJ","28.926763,79.708691",2024-03-21T06:24:09.000000Z,2024-03-21T06:24:09.000000Z
315,25,"KICHHA ROAD ,AXIS BANK , SITARGANJ",9837355681,SITARGANJ,Uttarakhand,262405,"AXIS BANK , SITARGANJ","28.917998,79.701816",2024-03-21T07:23:54.000000Z,2024-03-21T07:23:54.000000Z
316,34,"Shree Ram Traders",9837784415,MORADABAD,"Uttar Pradesh",244001,"Village Kasampur, Dhampur Road,","28.870935373547056, 78.72713547289948",2024-03-21T07:58:45.000000Z,2024-03-21T07:58:45.000000Z
317,25,"BISTI CHAURAHA , SITARGANJ",7060384857,SITARGANJ,Uttarakhand,262405,"BISTI CHAURAHA , SITARGANJ","28.924504,79.710963",2024-03-21T10:47:44.000000Z,2024-03-21T10:47:44.000000Z
318,25,"RAMPURA  SITARGANJ",8875485412,SITARGANJ,Uttarakhand,262405,"RAMPURA  SITARGANJ","28.924468,79.700366",2024-03-21T11:16:51.000000Z,2024-03-21T11:16:51.000000Z
319,13,"Shree Yogesh Chand Ravinder Kumar, Saharanpur (UP)",6396349883,Saharanpur,"Uttar Pradesh",247001,"0, JOUR KUNWA MOREGANJ, SAHARANPUR",https://maps.app.goo.gl/kq3eXTteGmQUrnG8A,2024-03-21T17:06:25.000000Z,2024-03-21T17:06:25.000000Z
320,26,"DELHI STATE CONSUMERS COOPERATIVE FEDERATION LTD (DELHI)",9811013204,"NEW DELHI",DELHI,110077,"PALAM EXTENSION DWARKA",https://maps.app.goo.gl/JY3vC26ddTK2jLD47,2024-03-22T08:54:33.000000Z,2024-03-22T08:54:33.000000Z
321,26,"THE GENERAL CONSUMER CO OPERATIVE STORE LTD (DELHI)",9810615227,"NEW DELHI",DELHI,110059,"NAWADAH UTTAM NAGAR",https://maps.app.goo.gl/rDkshzhVAP92DnFX7,2024-03-22T08:56:15.000000Z,2024-03-22T08:56:15.000000Z
322,101,"TSR ENTERPRISES",8003124292,SIKAR,RAJASTHAN,332404,"G1/99 SKS RIICO PARSRAMPURA REENGUS","TSR ENTERPRISES",2024-03-22T09:47:48.000000Z,2024-03-22T09:47:48.000000Z
323,26,"THE BEGUMPUR CONSUMER CO OPERATIVE STORE LTD (DELHI)",9871370159,"NEW DELHI",DELHI,110041,"VILLAGE BEGUMPUR ROHINI",https://maps.app.goo.gl/1aRASreDoJq1FZFA6,2024-03-22T10:01:22.000000Z,2024-03-22T10:01:22.000000Z
324,78,"KARANJIA MILLET FPC",9074829400,DINDORI,MP,481880,"NIWCYD OFF. SUBKHAR","https://www.google.com/maps/place/Dindori,+Madhya+Pradesh+481880/@22.9407661,81.055412,14z/data=!3m1!4b1!4m6!3m5!1s0x39873cb1e091cc07:0x7afa46c06e58ac1e!8m2!3d22.9417931!4d81.0768455!16s%2Fm%2F02qdgp5?entry=ttu",2024-03-22T10:02:36.000000Z,2024-03-22T10:02:36.000000Z
325,26,"THE SAGAR CONSUMER CO OPERATIVE STORE LTD (DELHI)",9818313655,"NEW DELHI",DELHI,110046,"MODI COMPLEX WEST SAGAR PUR",https://maps.app.goo.gl/xojywohC9K1DbiX3A,2024-03-22T10:03:18.000000Z,2024-03-22T10:03:18.000000Z
326,26,"THE CHIRAGH CONS CO OP STORE LTD (DELHI)",9811038887,"NEW DELHI",DELHI,110017,"MALVIYA NAGAR",https://maps.app.goo.gl/L1VfjvGkoFBg5Ag87,2024-03-22T10:04:51.000000Z,2024-03-22T10:04:51.000000Z
327,78,"KATANI AGRO FARM",8103313377,BALAGHAT,MP,481445,"NIWCYD OFF. KATANGI","https://www.google.com/maps/place/Katangi,+Madhya+Pradesh+481445/@21.7696626,79.8020698,15z/data=!3m1!4b1!4m6!3m5!1s0x3a2ae8de48668353:0x969a9c4d3bf6641f!8m2!3d21.7704644!4d79.804459!16zL20vMGY1NTJ6?entry=ttu",2024-03-22T10:11:42.000000Z,2024-03-22T10:11:42.000000Z
328,78,"NCCF INDORE",7509375066,INDORE,MP,452010,"NIPANIYA SQUARE","https://www.google.com/maps/place/Vijay+Nagar,+Indore,+Madhya+Pradesh+452010/@22.7529391,75.8937033,17z/data=!3m1!4b1!4m6!3m5!1s0x396302af403406fb:0x5b50834b117f8bab!8m2!3d22.7532848!4d75.8936962!16s%2Fm%2F0dsbsmv?entry=ttu",2024-03-22T10:19:36.000000Z,2024-03-22T10:19:36.000000Z
329,78,"DJ AGRYS",8370056788,INDORE,MP,452018,"BIMA NAGAR","https://www.google.com/maps/place/Bima+Nagar,+Old+Palasia,+Indore,+Madhya+Pradesh+452018/data=!4m2!3m1!1s0x3962fd361b26a545:0xdd864ba979a434d3?sa=X&ved=1t:242&ictx=111",2024-03-22T10:26:59.000000Z,2024-03-22T10:26:59.000000Z
330,78,"MOHAN TRADERS",9993826868,JABALPUR,MP,482001,MAHARJPUR,"https://www.google.com/maps/search/KARONDA+BYPAAS+JABALPUR/@23.2373119,79.9628849,15.6z?entry=ttu",2024-03-22T10:40:11.000000Z,2024-03-22T10:40:11.000000Z
331,78,"MOHAN TRADERS",9993826868,JABALPUR,MP,482001,MAHARJPUR,"https://www.google.com/maps/search/KARONDA+BYPAAS+JABALPUR/@23.2373119,79.9628849,15.6z?entry=ttu",2024-03-22T10:40:13.000000Z,2024-03-22T10:40:13.000000Z
332,78,"KAMAL TRADERS",9522233331,JABALPUR,MP,482002,BHARTIPUR,"https://www.google.com/maps/place/Bharipur+Rd,+Ganjipura,+Jabalpur,+Madhya+Pradesh+482002/@23.1725196,79.9351008,17z/data=!3m1!4b1!4m6!3m5!1s0x3981ae13896ca3e1:0x167eb61835eff83e!8m2!3d23.1725147!4d79.9376757!16s%2Fg%2F12vsspkc4?entry=ttu",2024-03-22T10:48:09.000000Z,2024-03-22T10:48:09.000000Z
333,78,"BABA TRADERS",9589208322,RATLAM,MP,457001,"ABKARI ROAD","https://www.google.com/maps/place/Ratlam,+Madhya+Pradesh+457001/@23.3367579,74.9686239,13z/data=!3m1!4b1!4m6!3m5!1s0x3963fea373229b5b:0xcb0c22405de45a70!8m2!3d23.3315103!4d75.0366677!16zL20vMDN0MmM5?entry=ttu",2024-03-22T11:02:03.000000Z,2024-03-22T11:02:03.000000Z
334,78,"NEWS AGRICULTURE",9305492772,SHAHGARD,MP,470339,"CIVIL LINES","https://www.google.com/maps/place/Shahgarh,+Madhya+Pradesh+470339/@24.314464,79.1084288,15z/data=!3m1!4b1!4m6!3m5!1s0x397891fbbd2d8445:0xfc07490816a68eeb!8m2!3d24.3129741!4d79.1181599!16zL20vMGY2ODZm?entry=ttu",2024-03-22T11:30:12.000000Z,2024-03-22T11:30:12.000000Z
335,26,"NCCF (BHUNTER)",8219273179,"HIAMCHAL PRADESH","HIAMCHAL PRADESH",175125,"BHUNTER KULLU",https://maps.app.goo.gl/w2mNNY4YBD18stZo6,2024-03-23T06:11:07.000000Z,2024-03-23T06:11:07.000000Z
336,26,"NCCF (PATLIKHUAL)",9805348404,"HIMACHAL PRADESH","HIMACHAL PRADESH",175129,"PATLIKHUAL KULLU",https://maps.app.goo.gl/Zz9G69GM46FU5LBy5,2024-03-23T06:14:37.000000Z,2024-03-23T06:14:37.000000Z
337,26,"NCCF (KULLU)",9459782394,"HIMACHAL PRADESH","HIMACHAL PRADESH",175101,KULLU,https://maps.app.goo.gl/kuhVKf2fiP3yqtto8,2024-03-23T06:16:14.000000Z,2024-03-23T06:16:14.000000Z
338,26,"NCCF (PANJOT)",7694051663,"HIMACHAL PRADESH","HIMACHAL PRADESH",177601,"PANJOT HAMIRPUR",https://maps.app.goo.gl/dfMjxoxaKso5acYY9,2024-03-23T06:18:56.000000Z,2024-03-23T06:18:56.000000Z
339,26,"NCCF (TALYAHAR)",8988414801,"HIMACHAL PRADESH","HIMACHAL PRADESH",175001,"TALYAHAR MANDI",https://maps.app.goo.gl/VMEH3zqHuRBHvNgq8,2024-03-23T06:22:58.000000Z,2024-03-23T06:22:58.000000Z
340,26,"NCCF (CHIRGAON)",9816321841,"HIMACHAL PRADESH","HIMACHAL PRADESH",171208,"CHIRGAON SHIMLA",https://maps.app.goo.gl/tYpRJL86a99dYvfE6,2024-03-23T06:24:25.000000Z,2024-03-23T06:24:25.000000Z
341,26,"NCCF (HAMIRPUR)",9459866747,"HIMACHAL PRADESH","HIMACHAL PRADESH",177001,HAMIRPUR,https://maps.app.goo.gl/wEFFQpKTwFmEPiwA8,2024-03-23T06:25:46.000000Z,2024-03-23T06:25:46.000000Z
342,26,"NCCF (CHAMBA)",8826609106,"HIMACHAL PRADESH","HIMACHAL PRADESH",176310,CHAMBA,https://maps.app.goo.gl/nGpHZNLGyh1jYWWi7,2024-03-23T06:27:38.000000Z,2024-03-23T06:27:38.000000Z
343,26,"NCCF (SARKAGHAT)",9857666337,"HIMACHAL PRADESH","HIMACHAL PRADESH",175024,"SARKAGHAT MANDI",https://maps.app.goo.gl/Hma8e16bD1vnBWpV6,2024-03-23T06:29:03.000000Z,2024-03-23T06:29:03.000000Z
344,26,"NCCF (MANDI)",9816058803,"HIMACHAL PRADESH","HIMACHAL PRADESH",175001,MANDI,https://maps.app.goo.gl/Thi738pKjsKMtwsaA,2024-03-23T06:30:21.000000Z,2024-03-23T06:30:21.000000Z
345,26,"NCCF (RAJGARH)",7807166936,"HIMACHAL PRADESH","HIMACHAL PRADESH",173101,"RAJGARH SIRMOUR",https://maps.app.goo.gl/mGX2SpdZxXXA2g8dA,2024-03-23T06:31:53.000000Z,2024-03-23T06:31:53.000000Z
346,26,"NCCF (NALAGARH)",7018466272,"HIMACHAL PRADESH","HIMACHAL PRADESH",174101,"NALAGARH SOLAN",https://maps.app.goo.gl/rBrB2sMQmDoNpHN56,2024-03-23T06:33:11.000000Z,2024-03-23T06:33:11.000000Z
347,26,"NCCF (THEOG)",9817076900,"HIMACHAL PRADESH","HIMACHAL PRADESH",171201,"THEOG SHIMLA",https://maps.app.goo.gl/vHUvbTveVHUTqjwd9,2024-03-23T06:34:34.000000Z,2024-03-23T06:34:34.000000Z
348,26,"NCCF (KANDAGHAT)",8219509608,"HIMACHAL PRADESH","HIMACHAL PRADESH",173215,"KANDAGHAT SOLAN",https://maps.app.goo.gl/Jfo5ahYpMKimqk8K9,2024-03-23T06:36:04.000000Z,2024-03-23T06:36:04.000000Z
349,26,"NCCF (PAPROLA)",7018030055,"HIMACHAL PRADESH","HIMACHAL PRADESH",176115,"PAPROLA KANGRA",https://maps.app.goo.gl/XDWaUqrWGkFxPsxA8,2024-03-23T06:37:40.000000Z,2024-03-23T06:37:40.000000Z
350,26,"NCCF (DEHRA)",9816987187,"HIMACHAL PRADESH","HIMACHAL PRADESH",177101,"DEHRA KANGRA",https://maps.app.goo.gl/4SFFwKJEJNNjYrmy9,2024-03-23T06:39:06.000000Z,2024-03-23T06:39:06.000000Z
351,26,"NCCF (PANCHRUKHI)",9805400454,"HIMACHAL PRADESH","HIMACHAL PRADESH",176103,"PANCHRUKHI KANGRA",https://maps.app.goo.gl/jgipxTqzu7jyWQ9H6,2024-03-23T06:44:40.000000Z,2024-03-23T06:44:40.000000Z
352,26,"NCCF (GHUMARWIN)",8628845140,"HIMACHAL PRADESH","HIMACHAL PRADESH",174021,"GHUMARWIN BILASPUR",https://maps.app.goo.gl/J34oP9mcq4GKrXZD9,2024-03-23T06:47:42.000000Z,2024-03-23T06:47:42.000000Z
353,26,"NCCF (PONTA SAHIB)",8988100892,"HIMACHAL PRADESH","HIMACHAL PRADESH",173025,"PONTA SAHIB SIRMOUR",https://maps.app.goo.gl/CzCKx1YSP4RQj83y9,2024-03-23T06:49:03.000000Z,2024-03-23T06:49:03.000000Z
354,26,"NCCF (BHATTAKUFER)",9418593661,"HIMACHAL PRADESH","HIMACHAL PRADESH",171006,"BHATTAKUFER SHIMLA",https://maps.app.goo.gl/31TJsVH6wFmCGcLe9,2024-03-23T06:51:09.000000Z,2024-03-23T06:51:09.000000Z
355,26,"NCCF (SHIMLA TOWN)",9418593661,"HIMACHAL PRADESH","HIMACHAL PRADESH",171001,"SHIMLA TOWN , SHIMLA",https://maps.app.goo.gl/26EHG2nuj98ETTAg6,2024-03-23T06:52:42.000000Z,2024-03-23T06:52:42.000000Z
356,26,"NCCF (TISSA)",8219572092,"HIMACHAL PRADESH","HIMACHAL PRADESH",176316,"TISSA CHAMBA",https://maps.app.goo.gl/769i8VCCkbWyJmxJA,2024-03-23T06:54:04.000000Z,2024-03-23T06:54:04.000000Z
357,26,"NCCF (NAGROTA BAGWAN)",9816513936,"HIMACHAL PRADESH","HIMACHAL PRADESH",176047,"NAGROTA BAGWAN KANGRA",https://maps.app.goo.gl/bV3Wef2kHrUdmxj7A,2024-03-23T06:55:20.000000Z,2024-03-23T06:55:20.000000Z
358,26,"NCCF (CHAIL CHOWK)",9816480571,"HIMACHAL PRADESH","HIMACHAL PRADESH",175028,"CHAIL CHOEK MANDI",https://maps.app.goo.gl/1xesyRC6LeScYBGZ7,2024-03-23T06:56:56.000000Z,2024-03-23T06:56:56.000000Z
359,26,"NCCF (reckong peo)",9816720030,"HIMACHAL PRADESH","HIMACHAL PRADESH",172107,"RECKONG PEO KINNAUR",https://maps.app.goo.gl/wr4SLmeg4URGsGGC7,2024-03-23T06:58:36.000000Z,2024-03-23T06:58:36.000000Z
360,26,"NCCF (UNA)",9805828838,"HIMACHAL PRADESH","HIMACHAL PRADESH",174303,UNA,https://maps.app.goo.gl/meL1WpbdaMxa4fHb6,2024-03-23T06:59:35.000000Z,2024-03-23T06:59:35.000000Z
361,26,"NCCF (NAHAN)",8219953715,"HIMACHAL PRADESH","HIMACHAL PRADESH",173001,"NAHAN SIRMOUR",https://maps.app.goo.gl/RFrcPPKGWrjrbEFf8,2024-03-23T07:00:51.000000Z,2024-03-23T07:00:51.000000Z
362,26,"NCCF (NAGROTA GAJAIN)",7833060650,"HIMACHAL PRADESH","HIMACHAL PRADESH",177601,"NAGROTA GAJAIN HAMIRPUR",https://maps.app.goo.gl/M9hfFSaBhMdwvTM88,2024-03-23T07:03:17.000000Z,2024-03-23T07:03:17.000000Z
363,26,"NCCF (SALONI)",8219526877,"HIMACHAL PRADESH","HIMACHAL PRADESH",176320,"SALONI CHAMBA",https://maps.app.goo.gl/thqTNMoWtYjJoUPc7,2024-03-23T07:04:42.000000Z,2024-03-23T07:04:42.000000Z
364,26,"NCCF (SUNDLA)",8219254943,"HIMACHAL PRADESH","HIMACHAL PRADESH",176312,"SUNDLA CHAMBA",https://maps.app.goo.gl/TMbwW2CjvsJUvyhm8,2024-03-23T07:06:00.000000Z,2024-03-23T07:06:00.000000Z
365,26,"NCCF (DADAHU)",9459027366,"HIMACHAL PRADESH","HIMACHAL PRADESH",173022,"DADAHU SIRMOUR",https://maps.app.goo.gl/Mn2FcTPPHYVjvqJX7,2024-03-23T07:07:12.000000Z,2024-03-23T07:07:12.000000Z
366,26,"NCCF (NER CHOWK)",9816787032,"HIMACHAL PRADESH","HIMACHAL PRADESH",175008,"NER CHOWK MANDI",https://maps.app.goo.gl/ToHY6vFsHsjyvkp4A,2024-03-23T07:08:29.000000Z,2024-03-23T07:08:29.000000Z
367,26,"NCCF (KANDRORI)",9816143804,"HIMACHAL PRADESH","HIMACHAL PRADESH",176402,"KANDRORI KANGRA",https://maps.app.goo.gl/NNv7v4FmgG1VtoR5A,2024-03-23T07:09:42.000000Z,2024-03-23T07:09:42.000000Z
368,26,"NCCF (BHADWAR)",9816460190,"HIMACHAL PRADESH","HIMACHAL PRADESH",176200,"BHADWAR KANGRA",https://maps.app.goo.gl/6Jzn1SWYntinwdng8,2024-03-23T07:10:59.000000Z,2024-03-23T07:10:59.000000Z
369,26,"NCCF (NURPUR)",9816193796,"HIMACHAL PRADESH","HIMACHAL PRADESH",176202,"NURPUR KANGRA",https://maps.app.goo.gl/yS95bEHufr6mCCzF9,2024-03-23T07:12:05.000000Z,2024-03-23T07:12:05.000000Z
370,26,"NCCF (TAPRI)",8894478124,"HIMACHAL PRADESH","HIMACHAL PRADESH",172104,"TAPRI KINNAUR",https://maps.app.goo.gl/jmTsgAfbcnmBGrJ78,2024-03-23T07:13:09.000000Z,2024-03-23T07:13:09.000000Z
371,26,"NCCF (SARAHAN)",8278730064,"HIMACHAL PRADESH","HIMACHAL PRADESH",173024,"SARAHAN SIRMOUR",https://maps.app.goo.gl/wYf5t9ooEM9WPKUm7,2024-03-23T07:14:20.000000Z,2024-03-23T07:14:20.000000Z
372,26,"NCCF (PATTA)",8626951235,"HIMACHAL PRADESH","HIMACHAL PRADESH",173233,"PATTA HAMIRPUR",https://maps.app.goo.gl/FHxGcKBUQ73TxeeKA,2024-03-23T07:15:28.000000Z,2024-03-23T07:15:28.000000Z
374,112,"CHANDA ROLLER FLOUR MILLS PVT. LTD.",9955305544,"JHUMRI TELAIYA",JHARKHAND,825409,"GUJHANDI ROAD, JHUMRI TELAIYA, KODERMA",https://maps.app.goo.gl/LXjMpTnwb7eWEwkL7,2024-03-23T08:21:25.000000Z,2024-03-23T08:21:25.000000Z
375,34,"Goyal Store",9311638505,Ghaziabad,"Uttar Pradesh",201102,"khasra no. 828/1, Indra Enclave, Loni","28.72526862866, 77.28596709569308",2024-03-23T08:31:56.000000Z,2024-03-23T08:31:56.000000Z
376,26,"NCCF (BANJAR)",8580990600,"HIMACHAL PRADESH","HIMACHAL PRADESH",175123,"BANJAR KULLU",https://maps.app.goo.gl/HyyvJMnaVErytRk69,2024-03-23T10:17:28.000000Z,2024-03-23T10:17:28.000000Z
377,29,"SHRI BANKEY BIHARI FOOD PRODUCTS-KODIYAGANJ",9997770069,ALIGARH,"Uttar Pradesh",202129,"MOHALLA KOLIYAN,KODIAGANJ,ALIGARH,UP-202129",https://maps.app.goo.gl/w7pNQtqy7bKxmHJm8,2024-03-23T10:22:08.000000Z,2024-03-23T10:22:08.000000Z
378,26,"NCCF (BALI CHOWKI)",8219387382,"HIMACHAL PRADESH","HIMACHAL PRADESH",175106,"BALI CHOWKI MANDI",https://maps.app.goo.gl/vdvy1JTGjKzoaXWb7,2024-03-23T10:25:07.000000Z,2024-03-23T10:25:07.000000Z
379,29,"ANJAR TRADERS-KUNARKI",9759792786,MORADABAD,"Uttar Pradesh",244413,"KUNARKI MORADABAD UP",https://maps.app.goo.gl/9cZH6Vge75hh7nZm6,2024-03-23T10:26:13.000000Z,2024-03-23T10:26:13.000000Z
380,26,"NCCF (ROHRU)",8580982940,"HIMACHAL PRADESH","HIMACHAL PRADESH",171207,"ROHRU SHIMLA",https://maps.app.goo.gl/DkteSa3eRqEDweHw9,2024-03-23T10:26:17.000000Z,2024-03-23T10:26:17.000000Z
381,26,"NCCF (JUBBAL)",9418169795,"HIMACHAL PRADESH","HIMACHAL PRADESH",171205,"JUBBAL SHIMLA",https://maps.app.goo.gl/M3U1pa97TexGZ5JA6,2024-03-23T10:27:23.000000Z,2024-03-23T10:27:23.000000Z
382,26,"NCCF (SANDHOLE)",7009958545,"HIMACHAL PRADESH","HIMACHAL PRADESH",176090,"SANDHOLE MANDI",https://maps.app.goo.gl/864HRdyMHjgUNFPh7,2024-03-23T10:28:31.000000Z,2024-03-23T10:28:31.000000Z
383,26,"NCCF (NIRMAND)",9418623025,"HIMACHAL PRADESH","HIMACHAL PRADESH",172023,"NIRMAND KULLU",https://maps.app.goo.gl/vvjycY2B6zeDDZsb9,2024-03-23T10:29:38.000000Z,2024-03-23T10:29:38.000000Z
384,26,"NCCF (BAHNI)",9805540782,"HIMACHAL PRADESH","HIMACHAL PRADESH",177117,"BAHNI HAMIRPUR",https://maps.app.goo.gl/qyDZQBXXwxMez1zF9,2024-03-23T10:30:39.000000Z,2024-03-23T10:30:39.000000Z
385,26,"NCCF (JHANDUTA)",7018609009,"HIMACHAL PRADESH","HIMACHAL PRADESH",174031,"JHANDUTA BILASPUR",https://maps.app.goo.gl/c2iEQZB61dr9zcJh7,2024-03-23T10:31:47.000000Z,2024-03-23T10:31:47.000000Z
386,29,"AASTHA TRADERS-MEERUT",9352255858,MEERUT,"UTTAR PRADESH",250001,"100,JAIL CGUNGI CHOPLA,MEERUT,UP",https://maps.app.goo.gl/aTDhB2WqVdTF1NtH6,2024-03-23T10:43:25.000000Z,2024-03-23T10:43:25.000000Z
387,29,"SHRI RADHA SHYAM TRADERS-HASANPUR",7017915953,AMROHA,"Uttar Pradesh",244241,"MOHALLA KOT PURVI ,GURJAR COLONY ,HASANPUR,AMROHA,UP",https://maps.app.goo.gl/qRfxkEEgLTyoqUkk6,2024-03-23T10:57:16.000000Z,2024-03-23T10:57:16.000000Z
388,29,"SINGHAL INDUSTRIES-GAZIABAD",9810020032,GAZIABAD,"Uttar Pradesh",201001,"1ST FLOOR,127-1/2 BAZARIA SHARKI,GRAND TRUNK ROAD,NAI BASTI,GHANTA GHAR,GAZIABAD,UP",https://maps.app.goo.gl/4UebtJ61KbxmgoR19,2024-03-23T11:12:05.000000Z,2024-03-23T11:12:05.000000Z
389,29,"GOEL ENTERPRISES-BHOPRA",9871857273,BHOPRA,DELHI,110093,"F 2/250,NEAR GANA CINEMA,SUNDER NAGRI,DELHI",https://maps.app.goo.gl/YB8JKkKuAoMXngFL7,2024-03-23T11:43:17.000000Z,2024-03-23T11:43:17.000000Z
